
#=====================================================================================
                      2025-03-01-19:32:44
#=====================================================================================

######### [program config] #########
minimum_snr              : 0
maximum_snr              : 13
increment_snr            : 1
maximum_error_number     : 150
maximum_block_number     : 1000000
K                        : 6
max_iteration            : 50
encoder_active           : 1
file_name_of_the_H       : PEG1024regular0.5.txt
home                     : /home/jack
smallprob                : 1e-15
type                     : psk
M                        : 2
channel_type             : large_fast
B                        : 4000000.0
P_total                  : 6
P_max                    : 2.0
rmin                     : 0.2
######### [code config] ##########
codedim                  : 512
codelen                  : 1024
codechk                  : 512
coderate                 : 0.5
row                      : 512
col                      : 1024

#=============================== args end  ===============================

[-120.00, 0.61788618, 0.19346259, 0.61204268, 0.00000000, 35.305],
[-122.00, 0.50000000, 0.16589844, 0.57156250, 0.00000000, 28.497],
[-124.00, 0.50000000, 0.15136068, 0.54054687, 0.00000000, 27.563],
[-126.00, 0.50000000, 0.13776693, 0.50257812, 0.00000000, 27.240],
[-128.00, 0.50000000, 0.12415365, 0.45617188, 0.00000000, 27.000],
[-130.00, 0.50000000, 0.10866536, 0.40109375, 0.00000000, 26.907],
[-132.00, 0.50000000, 0.09666667, 0.36281250, 0.00000000, 26.837],
[-134.00, 0.50000000, 0.08523438, 0.32375000, 0.00000000, 26.810],
[-136.00, 0.50000000, 0.07906901, 0.29937500, 0.00000000, 26.773],
[-138.00, 0.40322581, 0.06142893, 0.23566658, 0.00000000, 23.030],
[-140.00, 0.41666667, 0.05908203, 0.22910156, 0.00000000, 23.400],
[-142.00, 0.34722222, 0.04786965, 0.18701172, 0.00000000, 20.530],
[-144.00, 0.36231884, 0.04921969, 0.18636775, 0.00000000, 21.280],
[-146.00, 0.29761905, 0.03924464, 0.14274089, 0.00000000, 18.621],
[-148.00, 0.30864198, 0.03807790, 0.13269194, 0.00000000, 18.739],
[-150.00, 0.31645570, 0.03704757, 0.12223101, 0.00000000, 19.253],
[-152.00, 0.28735632, 0.03235004, 0.10616469, 0.00000000, 18.142],
[-154.00, 0.34246575, 0.03634239, 0.11306721, 0.00000000, 20.235],
[-156.00, 0.32467532, 0.03394295, 0.10181615, 0.00000000, 19.444],
[-158.00, 0.27777778, 0.02951027, 0.08823785, 0.00000000, 17.444],
[-160.00, 0.26881720, 0.02764477, 0.08186324, 0.00000000, 17.095],
[-162.00, 0.29761905, 0.03083147, 0.08775112, 0.00000000, 18.359],
[-164.00, 0.26595745, 0.02813677, 0.08011968, 0.00000000, 17.275],
[-166.00, 0.30864198, 0.03201357, 0.09223090, 0.00000000, 18.862],
[-168.00, 0.26315789, 0.02790913, 0.07905016, 0.00000000, 17.075],
[-170.00, 0.30120482, 0.03247757, 0.09160862, 0.00000000, 18.701],
[-172.00, 0.22935780, 0.02410945, 0.06780390, 0.00000000, 15.560],
[-174.00, 0.29411765, 0.03271293, 0.09124540, 0.00000000, 18.124],
[-176.00, 0.26595745, 0.02831685, 0.07991190, 0.00000000, 17.066],
[-178.00, 0.28735632, 0.02997785, 0.08306394, 0.00000000, 17.906],
[-180.00, 0.29411765, 0.03281250, 0.09216452, 0.00000000, 18.131],
[-130.00, 0.50000000, 0.10894531, 0.40410156, 0.00000000, 26.947],
