#=====================================================================================
                      2024-11-29-21:47:29
#=====================================================================================

######### [program config] #########
minimum_snr              : 0                                       
maximum_snr              : 13                                      
increment_snr            : 1                                       
maximum_error_number     : 300                                     
maximum_block_number     : 1000000                                 
K                        : 2                                       
max_iteration            : 50                                      
encoder_active           : 1                                       
file_name_of_the_H       : PEG1024regular0.5.txt                   
home                     : /home/jack                              
smallprob                : 1e-15                                   
type                     : psk                                     
M                        : 2                                       
channel_type             : block-fading                            
######### [code config] ##########
codedim                  : 512                                     
codelen                  : 1024                                    
codechk                  : 512                                     
coderate                 : 0.5                                     
row                      : 512                                     
col                      : 1024                                    

#=============================== args end  ===============================
[0.00, 0.62970711, 0.16763370, 0.28898078, 0.00000000, 16.896],
[0.50, 0.59960159, 0.14891995, 0.25667642, 0.00000000, 16.173],
[1.00, 0.58823529, 0.14271982, 0.24803156, 0.00000000, 15.857],
[1.50, 0.56156716, 0.13796132, 0.23529326, 0.00000000, 15.160],
[2.00, 0.50000000, 0.11797526, 0.20773437, 0.00000000, 13.675],
[2.50, 0.43988270, 0.10192907, 0.17897155, 0.00000000, 12.217],
[3.00, 0.43988270, 0.09654795, 0.17499656, 0.00000000, 12.084],
[3.50, 0.43227666, 0.09504739, 0.16684866, 0.00000000, 11.987],
[4.00, 0.37531172, 0.08277159, 0.14501831, 0.00000000, 10.618],
[4.50, 0.37974684, 0.08173210, 0.14446697, 0.00000000, 10.672],
[5.00, 0.34722222, 0.07457818, 0.13417788, 0.00000000, 9.920],
[5.50, 0.30714286, 0.06554528, 0.11900112, 0.00000000, 8.806],
[6.00, 0.27573529, 0.05738920, 0.10447424, 0.00000000, 8.041],
[6.50, 0.26833631, 0.05551033, 0.10058768, 0.00000000, 7.921],
[7.00, 0.22556391, 0.04620095, 0.08518268, 0.00000000, 6.756],
[7.50, 0.21428571, 0.04363142, 0.07646763, 0.00000000, 6.524],
[8.00, 0.19556714, 0.03807448, 0.06652593, 0.00000000, 5.965],
[8.50, 0.19230769, 0.03738732, 0.06406250, 0.00000000, 5.834],
[9.00, 0.17221584, 0.03372336, 0.05798606, 0.00000000, 5.394],
[9.50, 0.14851485, 0.02781559, 0.04904084, 0.00000000, 4.725],
[10.00, 0.12573099, 0.02393924, 0.04251841, 0.00000000, 4.112],
[10.50, 0.12953368, 0.02491584, 0.04443106, 0.00000000, 4.164],
[11.00, 0.11857708, 0.02232044, 0.03831059, 0.00000000, 3.897],
[11.50, 0.09334163, 0.01826178, 0.03239125, 0.00000000, 3.239],
